order_id,order_date,brand,category,product_name,units_sold,unit_price,gross_revenue,discount_pct,net_revenue,client_id,client_segment,channel,month,weekday,quarter,price_tier,holiday_season
1623,2023-02-25,Fenty Beauty,Fragrance,Eau de Parfum,4.0,45.96,183.84,25.0,137.88,C4249,Medium Value,Online,2023-02,Saturday,1.0,Mid,0
1624,2023-02-09,Laneige,Makeup,Unknown Product,5.0,19.33,96.65,,96.65,C4730,Low Value,,2023-02,Thursday,1.0,Budget,0
1625,2023-12-20,,Fragrance,Body Mist,3.0,109.13,327.39,25.0,245.54,C4560,Low Value,In-Store,2023-12,Wednesday,4.0,Luxury,1
1626,2023-02-09,,Haircare,Hair Oil,6.0,15.54,93.24,30.0,65.27,C3840,High Value,,2023-02,Thursday,1.0,Budget,0
1627,2023-12-13,Rare Beauty,Skincare,SPF 50 Sunscreen,1.0,60.08,60.08,30.0,42.06,,Low Value,Online,2023-12,Wednesday,4.0,Premium,1
1629,2023-10-16,,Skincare,Unknown Product,1.0,50.52,50.52,10.0,45.47,,High Value,,2023-10,Monday,4.0,Premium,0
1630,2023-09-19,Charlotte Tilbury,Skincare,Vitamin C Serum,3.0,55.44,166.32,,166.32,C4441,New,Online,2023-09,Tuesday,3.0,Premium,0
1631,2023-08-04,,Makeup,Cream Blush,4.0,50.24,200.96,,200.96,C3034,New,Online,2023-08,Friday,3.0,Premium,0
1632,2023-05-27,Dior,Skincare,Vitamin C Serum,2.0,66.18,132.36,25.0,99.27,C4935,,,2023-05,Saturday,2.0,Premium,0
1633,2023-12-02,Sephora Collection,Makeup,Highlighter Palette,1.0,54.05,54.05,10.0,48.64,C2172,New,In-Store,2023-12,Saturday,4.0,Premium,1
1634,2023-06-17,Rare Beauty,Fragrance,Body Mist,5.0,43.775000000000006,218.87500000000003,20.0,218.87500000000003,C1463,New,Online,2023-06,Saturday,2.0,Mid,0
1635,2023-04-02,Charlotte Tilbury,Skincare,Gel Cleanser,3.0,35.57,106.71,5.0,101.37,C1564,,Online,2023-04,Sunday,2.0,Mid,0
1636,2023-12-19,Charlotte Tilbury,Makeup,Highlighter Palette,5.0,33.35,166.75,10.0,150.08,C4760,Medium Value,,2023-12,Tuesday,4.0,Mid,1
1637,2023-02-28,Charlotte Tilbury,Skincare,Hydrating Moisturizer,0.0,39.92,0.0,15.0,0.0,C1153,Low Value,,2023-02,Tuesday,1.0,Mid,0
1639,2023-10-31,Laneige,Makeup,Unknown Product,5.0,27.15,135.75,25.0,101.81,C1271,High Value,Online,2023-10,Tuesday,4.0,Mid,0
1640,2023-06-18,Laneige,Skincare,Gel Cleanser,5.0,77.46,387.3,15.0,329.2,C4714,New,,2023-06,Sunday,2.0,Premium,0
1641,2023-09-26,Laneige,Skincare,Unknown Product,6.0,23.27,139.62,,139.62,C2096,High Value,,2023-09,Tuesday,3.0,Budget,0
1642,2023-12-29,Laneige,Fragrance,Eau de Parfum,1.0,91.09,91.09,25.0,68.32,C2596,,,2023-12,Friday,4.0,Premium,1
1643,2023-02-14,Rare Beauty,Fragrance,Unknown Product,6.0,70.91,425.46,20.0,340.37,C2205,High Value,In-Store,2023-02,Tuesday,1.0,Premium,0
1644,2023-12-11,Laneige,Fragrance,Body Mist,6.0,72.15,432.9,10.0,389.61,C4231,Medium Value,In-Store,2023-12,Monday,4.0,Premium,1
1645,2023-06-30,Glow Recipe,Skincare,SPF 50 Sunscreen,4.0,23.49,93.96,25.0,70.47,C4314,High Value,In-Store,2023-06,Friday,2.0,Budget,0
1646,2023-06-19,Sephora Collection,Skincare,Overnight Face Mask,2.0,57.95,115.9,25.0,86.93,C1280,Medium Value,,2023-06,Monday,2.0,Premium,0
1647,2023-12-22,Laneige,Haircare,Scalp Scrub,3.0,52.9,158.7,15.0,134.89,C2246,,Online,2023-12,Friday,4.0,Premium,1
1648,2023-07-10,Sephora Collection,Makeup,Matte Lipstick,4.0,44.99,179.96,15.0,152.97,C4601,Medium Value,In-Store,2023-07,Monday,3.0,Mid,0
1649,2023-06-04,Rare Beauty,Haircare,Repair Conditioner,4.0,34.76,139.04,0.0,139.04,C4240,Medium Value,Online,2023-06,Sunday,2.0,Mid,0
1650,2023-07-07,Charlotte Tilbury,Haircare,Hair Oil,0.0,53.74,0.0,30.0,0.0,C4198,,,2023-07,Friday,3.0,Premium,0
1651,2023-01-07,Charlotte Tilbury,Skincare,Vitamin C Serum,6.0,52.04,312.24,10.0,281.02,C4336,,,2023-01,Saturday,1.0,Premium,0
1652,2023-05-13,Rare Beauty,Skincare,Hydrating Moisturizer,2.0,42.9,85.8,15.0,72.93,C4312,Medium Value,Online,2023-05,Saturday,2.0,Mid,0
1653,2023-08-23,Sephora Collection,Makeup,Lip Gloss,2.0,20.95,41.9,0.0,41.9,C3801,Low Value,,2023-08,Wednesday,3.0,Budget,0
1654,2023-02-14,Rare Beauty,Makeup,Unknown Product,6.0,37.2,223.2,30.0,156.24,C1388,Medium Value,Online,2023-02,Tuesday,1.0,Mid,0
1655,2023-11-10,Dior,Makeup,Highlighter Palette,6.0,19.71,118.26,0.0,118.26,C1863,High Value,,2023-11,Friday,4.0,Budget,1
1656,2023-09-06,Laneige,Skincare,Unknown Product,1.0,76.87,76.87,0.0,76.87,C1203,New,Online,2023-09,Wednesday,3.0,Premium,0
1657,2023-01-31,Glow Recipe,Skincare,SPF 50 Sunscreen,3.0,78.11,234.33,10.0,210.9,C4473,,In-Store,2023-01,Tuesday,1.0,Premium,0
1658,,Rare Beauty,Haircare,Unknown Product,1.0,16.7,16.7,25.0,12.52,C4206,High Value,In-Store,NaT,,,Budget,0
1659,2023-06-09,Charlotte Tilbury,Haircare,Repair Shampoo,5.0,24.15,120.75,30.0,84.52,C2067,Medium Value,In-Store,2023-06,Friday,2.0,Budget,0
1661,2023-06-07,,Skincare,Hydrating Moisturizer,3.0,31.06,93.18,15.0,79.2,C1171,Medium Value,,2023-06,Wednesday,2.0,Mid,0
1662,2023-02-08,Fenty Beauty,Skincare,Overnight Face Mask,0.0,68.79,0.0,15.0,0.0,C3493,Low Value,Online,2023-02,Wednesday,1.0,Premium,0
1663,2023-03-23,Rare Beauty,Makeup,Volumizing Mascara,6.0,52.55,315.3,10.0,283.77,C3903,High Value,Online,2023-03,Thursday,1.0,Premium,0
1664,2023-12-22,Rare Beauty,Makeup,Setting Powder,0.0,24.72,0.0,,0.0,,Medium Value,,2023-12,Friday,4.0,Budget,1
1665,2023-09-15,,Makeup,Setting Powder,2.0,43.775000000000006,87.55000000000001,0.0,87.55000000000001,C4030,High Value,In-Store,2023-09,Friday,3.0,Mid,0
1666,2023-07-25,Fenty Beauty,Makeup,Liquid Foundation,5.0,36.32,181.6,25.0,136.2,C1356,,,2023-07,Tuesday,3.0,Mid,0
1667,2023-03-18,Charlotte Tilbury,Makeup,Setting Powder,1.0,44.31,44.31,20.0,35.45,C2534,Low Value,,2023-03,Saturday,1.0,Mid,0
1668,2023-01-12,Rare Beauty,Makeup,Setting Powder,4.0,17.71,70.84,20.0,56.67,C2073,High Value,In-Store,2023-01,Thursday,1.0,Budget,0
1669,2023-10-22,Rare Beauty,Skincare,Gel Cleanser,2.0,54.88,109.76,,109.76,,High Value,Online,2023-10,Sunday,4.0,Premium,0
1670,2023-08-12,Rare Beauty,Skincare,Overnight Face Mask,2.0,69.74,139.48,30.0,97.64,C3144,Medium Value,,2023-08,Saturday,3.0,Premium,0
1671,2023-01-13,Sephora Collection,Makeup,Setting Powder,3.0,31.72,95.16,15.0,80.89,C2151,,,2023-01,Friday,1.0,Mid,0
1672,2023-02-15,Laneige,Makeup,Cream Blush,2.0,23.91,47.82,20.0,38.26,C2571,,In-Store,2023-02,Wednesday,1.0,Budget,0
1673,2023-06-04,Fenty Beauty,Makeup,Volumizing Mascara,2.0,29.0,58.0,20.0,46.4,,Medium Value,Online,2023-06,Sunday,2.0,Mid,0
1674,2023-04-23,Dior,Haircare,Repair Conditioner,3.0,16.38,49.14,15.0,41.77,C2145,Medium Value,,2023-04,Sunday,2.0,Budget,0
1675,2023-08-21,Laneige,Skincare,Niacinamide Toner,1.0,65.84,65.84,10.0,59.26,C2235,High Value,Online,2023-08,Monday,3.0,Premium,0
1676,2023-01-17,Sephora Collection,Haircare,Scalp Scrub,5.0,51.96,259.8,15.0,220.83,C4017,Low Value,In-Store,2023-01,Tuesday,1.0,Premium,0
1677,2023-12-26,Rare Beauty,Haircare,Repair Shampoo,3.0,26.92,80.76,0.0,80.76,C4460,High Value,In-Store,2023-12,Tuesday,4.0,Mid,1
1678,2023-08-11,Laneige,Skincare,Gel Cleanser,2.0,41.49,82.98,10.0,74.68,C4761,High Value,In-Store,2023-08,Friday,3.0,Mid,0
1679,2023-12-20,Fenty Beauty,Makeup,Volumizing Mascara,3.0,57.6,172.8,25.0,129.6,C4024,High Value,In-Store,2023-12,Wednesday,4.0,Premium,1
1680,2023-07-07,Laneige,Skincare,Hydrating Moisturizer,4.0,43.775000000000006,175.10000000000002,5.0,175.10000000000002,C3971,Low Value,In-Store,2023-07,Friday,3.0,Mid,0
1681,2023-12-10,Charlotte Tilbury,Fragrance,Body Mist,5.0,135.44,677.2,0.0,677.2,C3297,High Value,,2023-12,Sunday,4.0,Luxury,1
1682,2023-12-31,Fenty Beauty,Makeup,Lip Gloss,0.0,26.42,0.0,15.0,0.0,C3885,,,2023-12,Sunday,4.0,Mid,1
1683,2023-06-12,Fenty Beauty,Skincare,Niacinamide Toner,1.0,28.85,28.85,,28.85,C4688,Medium Value,,2023-06,Monday,2.0,Mid,0
1684,2023-11-22,Glow Recipe,Skincare,Vitamin C Serum,3.0,52.97,158.91,0.0,158.91,C2336,High Value,Online,2023-11,Wednesday,4.0,Premium,1
1685,2023-03-15,Glow Recipe,Skincare,SPF 50 Sunscreen,3.0,31.79,95.37,0.0,95.37,C1334,Low Value,,2023-03,Wednesday,1.0,Mid,0
1686,2023-08-21,Laneige,Haircare,Hair Oil,1.0,41.72,41.72,15.0,35.46,,Medium Value,In-Store,2023-08,Monday,3.0,Mid,0
1687,2023-08-12,Rare Beauty,Fragrance,Body Mist,2.0,77.43,154.86,0.0,154.86,C4732,High Value,Online,2023-08,Saturday,3.0,Premium,0
1688,2023-11-15,Rare Beauty,Haircare,Scalp Scrub,2.0,15.27,30.54,,30.54,C2238,High Value,Online,2023-11,Wednesday,4.0,Budget,1
1689,2023-03-01,Charlotte Tilbury,Skincare,Niacinamide Toner,0.0,20.11,0.0,25.0,0.0,C4907,New,,2023-03,Wednesday,1.0,Budget,0
1690,2023-12-01,Laneige,Skincare,Vitamin C Serum,4.0,61.82,247.28,10.0,222.55,C2598,New,,2023-12,Friday,4.0,Premium,1
1691,2023-08-10,Rare Beauty,Makeup,Setting Powder,6.0,47.77,286.62,,286.62,C1332,High Value,In-Store,2023-08,Thursday,3.0,Mid,0
1692,2023-02-06,,Skincare,Vitamin C Serum,4.0,50.85,203.4,,203.4,C3010,Medium Value,In-Store,2023-02,Monday,1.0,Premium,0
1693,2023-10-05,Glow Recipe,Fragrance,Travel Spray,1.0,44.68,44.68,10.0,40.21,C3721,New,Online,2023-10,Thursday,4.0,Mid,0
1694,2023-07-15,Fenty Beauty,Makeup,Unknown Product,1.0,49.77,49.77,10.0,44.79,C4601,,Online,2023-07,Saturday,3.0,Mid,0
1695,2023-12-18,Charlotte Tilbury,Skincare,Unknown Product,2.0,67.74,135.48,25.0,101.61,C2865,High Value,Online,2023-12,Monday,4.0,Premium,1
1696,2023-08-30,Charlotte Tilbury,Haircare,Repair Conditioner,1.0,29.26,29.26,15.0,24.87,C3398,New,In-Store,2023-08,Wednesday,3.0,Mid,0
1697,2023-11-20,Glow Recipe,Fragrance,Travel Spray,2.0,34.01,68.02,0.0,68.02,C1497,New,Online,2023-11,Monday,4.0,Mid,1
1698,2023-08-07,Laneige,Makeup,Cream Blush,1.0,25.1,25.1,10.0,22.59,C4871,,,2023-08,Monday,3.0,Mid,0
1700,2023-01-17,Fenty Beauty,Skincare,Overnight Face Mask,5.0,64.08,320.4,30.0,224.28,C1986,High Value,,2023-01,Tuesday,1.0,Premium,0
1701,2023-01-12,Laneige,Makeup,Setting Powder,5.0,37.79,188.95,15.0,160.61,C3006,High Value,Online,2023-01,Thursday,1.0,Mid,0
1702,2023-07-12,Rare Beauty,Haircare,Unknown Product,1.0,18.31,18.31,0.0,18.31,C2004,New,Online,2023-07,Wednesday,3.0,Budget,0
1703,2023-01-22,Glow Recipe,Skincare,Unknown Product,3.0,47.17,141.51,5.0,134.43,C4571,,In-Store,2023-01,Sunday,1.0,Mid,0
1704,2023-04-30,Sephora Collection,Makeup,Setting Powder,4.0,27.26,109.04,5.0,103.59,C4479,New,,2023-04,Sunday,2.0,Mid,0
1705,2023-07-29,Glow Recipe,Fragrance,Eau de Parfum,0.0,79.19,0.0,10.0,0.0,C1386,High Value,In-Store,2023-07,Saturday,3.0,Premium,0
1706,2023-11-02,,Haircare,Repair Shampoo,2.0,40.31,80.62,30.0,56.43,C2312,High Value,,2023-11,Thursday,4.0,Mid,1
1707,2023-09-27,Fenty Beauty,Skincare,Hydrating Moisturizer,4.0,28.69,114.76,30.0,80.33,C1824,,Online,2023-09,Wednesday,3.0,Mid,0
1708,2023-07-11,Charlotte Tilbury,Makeup,Unknown Product,3.0,24.22,72.66,,72.66,C4604,High Value,,2023-07,Tuesday,3.0,Budget,0
1709,2023-06-24,Laneige,Makeup,Highlighter Palette,0.0,43.87,0.0,30.0,0.0,C4144,New,In-Store,2023-06,Saturday,2.0,Mid,0
1710,2023-10-12,Fenty Beauty,Skincare,SPF 50 Sunscreen,3.0,66.09,198.27,25.0,148.7,C3306,Low Value,In-Store,2023-10,Thursday,4.0,Premium,0
1711,2023-07-23,Glow Recipe,Haircare,Repair Shampoo,2.0,20.65,41.3,5.0,39.23,C3777,Low Value,In-Store,2023-07,Sunday,3.0,Budget,0
1712,2023-06-13,Laneige,Fragrance,Eau de Parfum,1.0,143.04,143.04,5.0,135.89,C1029,,,2023-06,Tuesday,2.0,Luxury,0
1713,2023-09-08,Rare Beauty,Fragrance,Body Mist,3.0,49.2,147.6,25.0,110.7,C3069,New,Online,2023-09,Friday,3.0,Mid,0
1714,2023-08-15,Dior,Makeup,Unknown Product,2.0,31.55,63.1,0.0,63.1,C2810,,,2023-08,Tuesday,3.0,Mid,0
1715,2023-01-07,Rare Beauty,Fragrance,Eau de Parfum,1.0,109.53,109.53,10.0,98.58,C3723,High Value,,2023-01,Saturday,1.0,Luxury,0
1716,2023-01-29,,Fragrance,Travel Spray,6.0,72.0,432.0,0.0,432.0,C2982,New,Online,2023-01,Sunday,1.0,Premium,0
1717,2023-02-02,Glow Recipe,Makeup,Unknown Product,1.0,18.87,18.87,10.0,16.98,C1343,High Value,In-Store,2023-02,Thursday,1.0,Budget,0
1718,2023-05-14,Rare Beauty,Skincare,SPF 50 Sunscreen,3.0,52.38,157.14,5.0,149.28,C2653,,Online,2023-05,Sunday,2.0,Premium,0
1719,2023-03-20,Dior,Makeup,Liquid Foundation,4.0,23.97,95.88,10.0,86.29,C2460,Low Value,,2023-03,Monday,1.0,Budget,0
1720,2023-02-27,Laneige,Makeup,Lip Gloss,1.0,56.35,56.35,,56.35,C2657,Low Value,In-Store,2023-02,Monday,1.0,Premium,0
1721,2023-01-26,,Makeup,Matte Lipstick,1.0,17.83,17.83,0.0,17.83,C1987,High Value,Online,2023-01,Thursday,1.0,Budget,0
1722,,Rare Beauty,Makeup,Setting Powder,0.0,28.58,0.0,25.0,0.0,C1785,High Value,Online,NaT,,,Mid,0
1723,2023-10-12,Fenty Beauty,Haircare,Leave-in Treatment,0.0,44.97,0.0,30.0,0.0,C1429,,,2023-10,Thursday,4.0,Mid,0
1724,2023-01-04,,Skincare,Niacinamide Toner,4.0,32.16,128.64,15.0,109.34,C1527,,In-Store,2023-01,Wednesday,1.0,Mid,0
1725,2023-04-09,Charlotte Tilbury,Fragrance,Eau de Parfum,0.0,130.18,0.0,10.0,0.0,C1364,Medium Value,Online,2023-04,Sunday,2.0,Luxury,0
1726,2023-02-08,Charlotte Tilbury,Skincare,Overnight Face Mask,6.0,44.5,267.0,5.0,253.65,C4294,Medium Value,Online,2023-02,Wednesday,1.0,Mid,0
1727,2023-09-28,Rare Beauty,Skincare,Overnight Face Mask,6.0,65.42,392.52,15.0,333.64,C3203,Low Value,Online,2023-09,Thursday,3.0,Premium,0
1728,2023-10-12,Laneige,Haircare,Unknown Product,2.0,43.775000000000006,87.55000000000001,0.0,87.55000000000001,,Medium Value,Online,2023-10,Thursday,4.0,Mid,0
1729,2023-06-06,Charlotte Tilbury,Fragrance,Rollerball Perfume,3.0,43.775000000000006,131.32500000000002,10.0,131.32500000000002,C1306,,,2023-06,Tuesday,2.0,Mid,0
1730,2023-03-16,Laneige,Skincare,SPF 50 Sunscreen,3.0,46.67,140.01,,140.01,C4333,Medium Value,In-Store,2023-03,Thursday,1.0,Mid,0
1731,2023-10-15,Sephora Collection,Haircare,Repair Conditioner,4.0,28.08,112.32,5.0,106.7,C1986,,Online,2023-10,Sunday,4.0,Mid,0
1732,2023-05-10,Charlotte Tilbury,Makeup,Lip Gloss,6.0,30.8,184.8,5.0,175.56,C3093,New,,2023-05,Wednesday,2.0,Mid,0
1733,2023-06-24,Charlotte Tilbury,Fragrance,Travel Spray,6.0,99.56,597.36,15.0,507.76,C4476,New,Online,2023-06,Saturday,2.0,Premium,0
1734,2023-03-25,Fenty Beauty,Skincare,Unknown Product,6.0,42.79,256.74,30.0,179.72,,Medium Value,Online,2023-03,Saturday,1.0,Mid,0
1735,2023-01-22,Dior,Skincare,Niacinamide Toner,4.0,45.18,180.72,,180.72,C4382,High Value,,2023-01,Sunday,1.0,Mid,0
1736,2023-01-27,Charlotte Tilbury,Makeup,Lip Gloss,6.0,56.97,341.82,30.0,239.27,C1038,,In-Store,2023-01,Friday,1.0,Premium,0
1737,2023-07-14,Glow Recipe,Fragrance,Body Mist,3.0,43.65,130.95,,130.95,C4116,,,2023-07,Friday,3.0,Mid,0
1738,2023-12-03,Sephora Collection,Makeup,Liquid Foundation,6.0,51.75,310.5,10.0,279.45,C3289,Low Value,,2023-12,Sunday,4.0,Premium,1
1739,,,Fragrance,Rollerball Perfume,2.0,30.99,61.98,25.0,46.48,C2593,High Value,In-Store,NaT,,,Mid,0
1740,2023-04-02,Sephora Collection,Makeup,Highlighter Palette,6.0,46.82,280.92,,280.92,C3612,,In-Store,2023-04,Sunday,2.0,Mid,0
1741,2023-01-21,Dior,Skincare,Unknown Product,5.0,70.9,354.5,10.0,319.05,C2343,New,Online,2023-01,Saturday,1.0,Premium,0
1742,2023-10-30,Fenty Beauty,Makeup,Unknown Product,2.0,33.46,66.92,5.0,63.57,C2155,High Value,In-Store,2023-10,Monday,4.0,Mid,0
1743,2023-12-23,Dior,Fragrance,Rollerball Perfume,4.0,32.77,131.08,15.0,111.42,C1600,Low Value,Online,2023-12,Saturday,4.0,Mid,1
1744,2023-03-25,Glow Recipe,Makeup,Volumizing Mascara,5.0,36.3,181.5,20.0,145.2,C3063,Low Value,,2023-03,Saturday,1.0,Mid,0
1745,2023-09-19,Rare Beauty,Haircare,Unknown Product,4.0,43.98,175.92,30.0,123.14,C2934,,,2023-09,Tuesday,3.0,Mid,0
1746,2023-05-27,Rare Beauty,Haircare,Scalp Scrub,5.0,49.28,246.4,20.0,197.12,C1703,,Online,2023-05,Saturday,2.0,Mid,0
1747,2023-09-14,Rare Beauty,Haircare,Unknown Product,3.0,40.06,120.18,,120.18,C3818,New,In-Store,2023-09,Thursday,3.0,Mid,0
1748,2023-02-27,Laneige,Makeup,Cream Blush,6.0,52.53,315.18,25.0,236.38,C3159,,Online,2023-02,Monday,1.0,Premium,0
1749,2023-01-15,Sephora Collection,Makeup,Unknown Product,2.0,40.46,80.92,20.0,64.74,C4898,Low Value,,2023-01,Sunday,1.0,Mid,0
1750,2023-06-11,,Fragrance,Rollerball Perfume,4.0,77.83,311.32,20.0,249.06,C2941,High Value,,2023-06,Sunday,2.0,Premium,0
1751,2023-06-12,Fenty Beauty,Skincare,Overnight Face Mask,4.0,43.775000000000006,175.10000000000002,15.0,175.10000000000002,C2053,New,Online,2023-06,Monday,2.0,Mid,0
1752,2023-11-16,Charlotte Tilbury,Skincare,SPF 50 Sunscreen,1.0,42.35,42.35,20.0,33.88,C2795,Medium Value,,2023-11,Thursday,4.0,Mid,1
1753,2023-10-08,Sephora Collection,Fragrance,Rollerball Perfume,3.0,45.28,135.84,,135.84,C1926,Low Value,,2023-10,Sunday,4.0,Mid,0
1754,2023-10-07,Sephora Collection,Skincare,SPF 50 Sunscreen,6.0,65.02,390.12,5.0,370.61,C1386,Medium Value,,2023-10,Saturday,4.0,Premium,0
1755,2023-01-12,Laneige,Makeup,Liquid Foundation,0.0,59.16,0.0,5.0,0.0,C4188,New,In-Store,2023-01,Thursday,1.0,Premium,0
1756,2023-10-01,,Makeup,Matte Lipstick,2.0,25.88,51.76,15.0,44.0,C1804,Low Value,Online,2023-10,Sunday,4.0,Mid,0
1757,2023-09-28,Dior,Makeup,Liquid Foundation,0.0,36.01,0.0,20.0,0.0,C2651,Low Value,In-Store,2023-09,Thursday,3.0,Mid,0
1758,2023-07-27,Fenty Beauty,Skincare,Vitamin C Serum,6.0,41.6,249.6,20.0,199.68,C1594,Low Value,Online,2023-07,Thursday,3.0,Mid,0
1759,2023-01-27,Charlotte Tilbury,Makeup,Volumizing Mascara,4.0,17.0,68.0,25.0,51.0,C1765,Low Value,,2023-01,Friday,1.0,Budget,0
1760,2023-03-13,Rare Beauty,Skincare,Unknown Product,5.0,58.46,292.3,0.0,292.3,C4069,High Value,,2023-03,Monday,1.0,Premium,0
1761,2023-03-01,Dior,Fragrance,Unknown Product,5.0,62.31,311.55,,311.55,C4180,New,,2023-03,Wednesday,1.0,Premium,0
1762,2023-05-25,Rare Beauty,Skincare,SPF 50 Sunscreen,3.0,69.76,209.28,10.0,188.35,C3019,,In-Store,2023-05,Thursday,2.0,Premium,0
1763,2023-04-03,Laneige,Makeup,Cream Blush,1.0,55.05,55.05,20.0,44.04,C4027,Low Value,In-Store,2023-04,Monday,2.0,Premium,0
1764,2023-11-05,Laneige,Fragrance,Travel Spray,1.0,38.73,38.73,5.0,36.79,C3240,New,Online,2023-11,Sunday,4.0,Mid,1
1765,2023-01-08,Glow Recipe,Makeup,Lip Gloss,3.0,41.12,123.36,30.0,86.35,,Low Value,Online,2023-01,Sunday,1.0,Mid,0
1766,2023-03-20,Charlotte Tilbury,Makeup,Cream Blush,6.0,26.71,160.26,30.0,112.18,C4642,High Value,In-Store,2023-03,Monday,1.0,Mid,0
1767,2023-01-27,Glow Recipe,Haircare,Hair Oil,0.0,38.38,0.0,30.0,0.0,C4772,High Value,,2023-01,Friday,1.0,Mid,0
1768,2023-06-23,Charlotte Tilbury,Makeup,Highlighter Palette,4.0,35.2,140.8,30.0,98.56,C4667,New,,2023-06,Friday,2.0,Mid,0
1769,2023-02-19,Fenty Beauty,Makeup,Volumizing Mascara,6.0,51.79,310.74,15.0,264.13,C1447,Low Value,In-Store,2023-02,Sunday,1.0,Premium,0
1770,2023-07-18,Dior,Fragrance,Travel Spray,5.0,44.05,220.25,0.0,220.25,C2057,Medium Value,Online,2023-07,Tuesday,3.0,Mid,0
1771,2023-12-15,,Skincare,Niacinamide Toner,1.0,61.73,61.73,0.0,61.73,C3807,Medium Value,,2023-12,Friday,4.0,Premium,1
1772,2023-06-30,Charlotte Tilbury,Haircare,Leave-in Treatment,0.0,24.96,0.0,,0.0,C4158,New,Online,2023-06,Friday,2.0,Budget,0
1773,2023-01-24,Laneige,Skincare,Gel Cleanser,4.0,24.24,96.96,20.0,77.57,C4611,High Value,In-Store,2023-01,Tuesday,1.0,Budget,0
1774,2023-11-12,Fenty Beauty,Skincare,Unknown Product,4.0,32.74,130.96,15.0,111.32,C4775,New,Online,2023-11,Sunday,4.0,Mid,1
1775,2023-02-15,Glow Recipe,Makeup,Highlighter Palette,0.0,16.45,0.0,10.0,0.0,C1982,,,2023-02,Wednesday,1.0,Budget,0
1776,2023-01-15,Laneige,Skincare,Hydrating Moisturizer,2.0,71.17,142.34,20.0,113.87,C3163,Medium Value,Online,2023-01,Sunday,1.0,Premium,0
1777,2023-06-02,Sephora Collection,Haircare,Leave-in Treatment,4.0,42.82,171.28,15.0,145.59,C3807,,Online,2023-06,Friday,2.0,Mid,0
1778,2023-08-10,Laneige,Fragrance,Eau de Parfum,1.0,99.01,99.01,0.0,99.01,C1782,High Value,,2023-08,Thursday,3.0,Premium,0
1779,2023-07-25,Dior,Skincare,Unknown Product,4.0,51.62,206.48,10.0,185.83,C3018,Low Value,,2023-07,Tuesday,3.0,Premium,0
1780,2023-09-30,Charlotte Tilbury,Skincare,SPF 50 Sunscreen,2.0,76.48,152.96,15.0,130.02,C4892,,,2023-09,Saturday,3.0,Premium,0
1782,2023-12-06,Fenty Beauty,Makeup,Highlighter Palette,6.0,20.02,120.12,10.0,108.11,,,Online,2023-12,Wednesday,4.0,Budget,1
1784,2023-01-09,,Skincare,SPF 50 Sunscreen,6.0,43.775000000000006,262.65000000000003,10.0,262.65000000000003,C1672,Low Value,Online,2023-01,Monday,1.0,Mid,0
1785,2023-06-15,Glow Recipe,Skincare,Overnight Face Mask,2.0,20.61,41.22,20.0,32.98,C4265,Medium Value,Online,2023-06,Thursday,2.0,Budget,0
1786,2023-11-15,Sephora Collection,Fragrance,Eau de Parfum,4.0,75.38,301.52,0.0,301.52,C1284,,Online,2023-11,Wednesday,4.0,Premium,1
1787,2023-08-02,Glow Recipe,Skincare,Hydrating Moisturizer,2.0,19.11,38.22,,38.22,C2841,New,In-Store,2023-08,Wednesday,3.0,Budget,0
1788,2023-04-27,,Fragrance,Unknown Product,1.0,60.29,60.29,,60.29,C1720,High Value,In-Store,2023-04,Thursday,2.0,Premium,0
1789,2023-12-10,,Makeup,Highlighter Palette,5.0,50.24,251.2,30.0,175.84,C1735,Medium Value,In-Store,2023-12,Sunday,4.0,Premium,1
1790,2023-03-13,Sephora Collection,Skincare,SPF 50 Sunscreen,4.0,49.4,197.6,10.0,177.84,C1023,Low Value,Online,2023-03,Monday,1.0,Mid,0
1791,2023-03-05,Rare Beauty,Makeup,Highlighter Palette,4.0,18.29,73.16,30.0,51.21,C4712,High Value,In-Store,2023-03,Sunday,1.0,Budget,0
1792,2023-07-24,Charlotte Tilbury,Skincare,Hydrating Moisturizer,6.0,76.59,459.54,0.0,459.54,C2305,New,,2023-07,Monday,3.0,Premium,0
1793,2023-07-28,Glow Recipe,Makeup,Lip Gloss,4.0,52.89,211.56,10.0,190.4,C1781,New,,2023-07,Friday,3.0,Premium,0
1794,2023-03-13,Glow Recipe,Makeup,Volumizing Mascara,5.0,51.97,259.85,,259.85,C2720,New,,2023-03,Monday,1.0,Premium,0
1795,2023-10-04,Glow Recipe,Makeup,Unknown Product,4.0,34.44,137.76,10.0,123.98,C1298,,In-Store,2023-10,Wednesday,4.0,Mid,0
1796,2023-10-01,Sephora Collection,Makeup,Lip Gloss,5.0,23.47,117.35,20.0,93.88,C2709,Low Value,,2023-10,Sunday,4.0,Budget,0
1797,2023-11-16,,Skincare,SPF 50 Sunscreen,4.0,40.71,162.84,5.0,154.7,C4714,Medium Value,In-Store,2023-11,Thursday,4.0,Mid,1
1798,2023-12-04,Rare Beauty,Skincare,Overnight Face Mask,6.0,43.775000000000006,262.65000000000003,,262.65000000000003,C4597,Medium Value,In-Store,2023-12,Monday,4.0,Mid,1
1799,2023-04-05,Glow Recipe,Makeup,Cream Blush,5.0,31.0,155.0,5.0,147.25,C4234,Low Value,,2023-04,Wednesday,2.0,Mid,0
